name,type,about,employees,employees_latest,growth_stage,traffic_summary,launch_year,has_promising_founder,has_strong_founder,has_super_founder,total_funding,last_funding,company_status,last_updated_utc,created_utc,employee_3_months_growth_unique,job_openings,kpi_summary->last_update_date_utc,team->total,traffic->visitors,3d technology,artificial intelligence,augmented reality,autonomous & sensor tech,big data,blockchain,computer vision,connected device,deep learning,deep tech,hardware,iot internetofthings,machine learning,mobile app,nanotech,natural language processing,quantum technologies,recognition technology,virtual reality,Status
wearonize,company,"wearonize is a fintech company based in zurich & munich with focus on driving customer loyalty and data harvesting through innovative wearables and tokenization. based on our technology platform, digital wallet, marketplace approach and automated fulfillment center we enable our customers to answer their consumer’s needs: securely, efficiently and innovative.",2-10,8.0,seed,0.3K,2019.0,False,False,False,1.61,1.61,operational,2022-08-18 16:01:51,2020-12-21 07:21:25,80427.0,0,2022-05-07 09:08:40,2,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
SOSAFE CYBER SECURITY,company,"SoSafe empowers organizations to build a security culture and mitigate risk with its GDPR-compliant awareness programs. Powered by behavioral science and smart algorithms, SoSafe delivers engaging personalized learning experiences and smart attack simulations that turn employees into active assets against online threats. Comprehensive analytics measure ROI and tell organizations where vulnerabilities lie. Programs are easy to deploy and scale, fostering secure behavior in every employee. 

Imprint: https://sosafe.de/impressum/",201-500,352.0,late growth,116K,,False,False,False,0.0,,operational,2022-08-18 10:12:41,2021-04-19 08:42:11,80645.0,0,2021-04-19 10:01:12,0,116323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
D-STAR LAB LTD,company,"dSTAR Lab Ltd provides organizations and individuals with the ability to safely communicate through a variety of mediums and channels, and develops the technology that would prominently facilitate digital communication in the world of IoT and Smart Cities in the forthcoming era of Society 5.0",11-50,14.0,early growth,,,False,False,False,0.0,,operational,2022-09-01 03:13:15,2021-05-16 14:42:57,853023.0,0,2022-02-26 10:11:43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rejected
Ucandoo,company,"Als exklusiver Partner der Raiffeisen Touristik Gruppe bietet ucandoo die Möglichkeit der finanzierten Reisen direkt im Reisebüro. 

Für mehr Informationen kannst du uns gern kontaktieren oder auf unserer Website vorbeischauen.",2-10,5.0,seed,0.4K,2018.0,False,False,False,0.0,,operational,2022-09-08 04:56:50,2020-04-16 18:06:02,476437.0,0,2022-03-06 17:59:04,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Tandem,company,"Tandem is the leading global language learning community. When it comes to learning languages, Tandem believes that actually speaking from day one is the fastest way to become fluent. This means developing a platform that connects people from across the world so they can practice speaking languages together.

Since its launch in 2015, Tandem has become the biggest language learning community with over 10 million members. Tandem members can learn more than 300 different languages, including 20 sign languages, 20 indigenous languages, and six fictional ones like Mandalorian or Klingon.

We are based in Berlin, highly international, and are driven by our shared passion for languages, technology, and culture. Together, we’re on a mission to build a product that not only teaches a new skill but also encourages meaningful cross-cultural conversations. Come join us and help shape how the next generation of language learners reach fluency.

To learn more about Tandem, visit https://tandem.net or download our app in the App Store or Play Store and to join our team, visit 

https://tandem.net/careers",51-200,53.0,late growth,3.8M,2015.0,False,True,False,8.0,5.4,operational,2022-09-01 03:10:51,2018-02-26 16:29:04,841784.0,0,2022-03-08 10:59:27,7,3801420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Rejected
Kivu Technologies,company,"KIVU Technologies provides innovative graph computing solutions for security investigators and analysts. 

KIVU enables security analysts to maximise intelligence value and save mission-critical time. KIVU’s scalable software reduces the complexity of connected data problems, enabling customers to uncover insights from complex, multi-attribute data – previously hidden or overlooked by conventional analytics.

Established in 2016, KIVU is forging a new future for big data, disrupting the existing data management platforms and providing with clients with vital, intelligent and reliable real-time analysis.",11-50,11.0,early growth,1K,2016.0,False,False,False,1.8,1.8,operational,2022-08-20 12:16:11,2017-09-14 12:57:21,443967.0,0,2021-03-23 01:54:17,2,940,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rejected
Virtual Surgery Intelligence,company,"apoQlar is the developer of a medical mixed reality platform that is revolutionizing how medicine is practiced, experienced, learned, and shared. VSI HoloMedicine® is a medically certified software platform that leverages the Microsoft HoloLens hardware to transform medical images, clinical workflows, and medical education into an interactive 3D mixed reality environment.

Improve patient outcomes, augment the clinical experience for physicians, and educate the doctors-of-tomorrow on VSI HoloMedicine®.",11-50,46.0,early growth,,2017.0,False,False,False,0.0,,operational,2022-08-23 22:56:07,2021-10-12 11:30:22,73373.0,0,2021-10-12 12:05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
SUSHI Bikes,company,"With SUSHI Bikes we have developed the perfect e-bike for modern urban people. Affordable, stylish, practical and light. Therefore, SUSHI Bikes develops innovative, urban looking e-bikes, that are stylish, practical, lightweight and cost half as much as an average electric bike. 
Founded in 2018 by Andy Weinzierl, the startup is headquartered in Munich, Germany. 

For more information, check out our website: www.sushi-bikes.com",11-50,30.0,early growth,119K,2018.0,False,True,False,0.0,,operational,2022-09-05 07:16:44,2019-11-04 11:33:52,485982.0,1,2019-11-04 11:33:53,1,119375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Bunny & Scott GmbH,company,,,,late growth,,2017.0,False,False,False,0.0,,operational,2022-05-19 19:35:49,2022-05-02 12:55:19,,0,2022-05-02 12:55:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Codario,company,"Codario's mission is to help developers use open source secure and efficient.

The use of open source code exploded the last years. Developers spend an enormous amount of time for the management of dependencies to monitor and update them. Codario's approach is developer centric and enables a secure and efficient management of open source packages. The integration into existing CI/CD tools is seamlessly and easily done.

100M open source packages have been monitored and updates already and 10K developer hours have been saved. Customers such as Trimble, European Commission, University of Heidelberg, Synetic, Code Enigma and others benefit from the product.

#1 for open source security from Germany.

Codario is a privately hold company founded in the cybersecurity capital Darmstadt, Germany.",2-10,2.0,seed,4K,2018.0,False,False,False,0.0,,operational,2022-09-02 11:55:13,2020-02-11 20:57:17,472589.0,0,2020-02-12 00:02:12,1,3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Compera,service_provider,"Compera ist ein neues, innovatives, unabhängiges Vergleichsportal für den österreichischen Energiemarkt. Dabei bieten wir einen modernen, unkomplizierten Vergleich für Gas- und Strom-Produkte und bald auch Finanz- und Versicherungsprodukte. Dabei helfen wir unseren Kunden den für Sie besten und günstigsten Anbieter zu finden.

Compera.at - Smart vergleichen. Besser entscheiden!",2-10,7.0,seed,59K,2018.0,False,False,False,0.0,,operational,2022-09-04 00:32:44,2020-01-07 10:51:54,128482.0,0,2020-01-08 00:04:20,2,58869,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rejected
Core Sensing,company,,,,,,,False,False,False,0.0,,operational,2022-07-04 07:54:05,2022-03-29 08:16:35,,0,2022-03-29 08:16:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Evum Motors,company,"Das EVUM aCar ist ein kompaktes vollelektrisches Nutzfahrzeug mit Allrad.  

EVUM Motors ist das Spin-off eines visionären Forschungsprojektes der Technischen Universität München. Das von den damaligen Projektleitern Martin Šoltés und Sascha Koberstaedt entwickelte E-Fahrzeug soll nicht nur bei einer Idee bleiben. Die Industrialisierung des Forschungsprojekt ist nun das Herzensprojekt einer mittlerweile großen Mannschaft, die mit viel Engagement und Motivation die Verwirklichung der Mission vorantreibt. 
Gefertigt wird das aCar im Werk in Bayerbach bei Ergoldsbach.

Besonders geeignet ist das geräuschlose und emissionsfreie aCar für den natürlichen Lebensraum. Durch den Allradantrieb wird es zum multifunktionalen Geländegänger. Aber auch indoor ist das aCar durch die Größe (1,5 m breit und 1,99 m hoch) das ideale Nutzfahrzeug für Ihre logistischen Belange.  

Mit der zusätzlichen Ladefähigkeit von 1.000 kg Zuladung oder 1.000 kg Anhängelast (gebremst) ist das aCar Nutzfahrzeug im Alltag nicht mehr wegzudenken. 

Das aCar dient auch als Stromquelle. Die externe Steckdose ermöglicht den Betrieb jeglicher elektrischer Geräte (230 V) mit bis zu 3 kW Dauerleistung.",51-200,51.0,late growth,4K,2017.0,False,False,False,12.0,12,operational,2022-09-06 00:18:43,2020-01-07 10:42:46,76257.0,0,2021-03-23 01:58:35,2,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Inspectra,service_provider,"Inspectra is building the next-generation safety & quality analysis technology for the food industry. 

Using advanced imaging & AI, our solution will enable food producers to have continuous real-time analysis of the safety & quality for their entire production, seamlessly in the production line, to help them save time & cost while meeting safety standards & delivering consistent quality.",2-10,9.0,seed,0.7K,2020.0,False,False,False,0.0,,operational,2022-08-16 11:03:29,2020-12-21 20:28:37,673569.0,0,2020-12-21 22:09:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Loewi,company,"LOEWI empowers people to be the healthiest version of themselves by making personalized health transparent and accessible.
LOEWI analyzes micro- and macronutrients through finger-prick blood tests, visualizes the results through the LOEWI platform and offers personalized diet recommendations and personalized supplements to match individual needs. Thereby LOEWI applies renowned methods of the sports medical examination center in Munich to provide a user-centric and end-to-end concept for its clients.",2-10,10.0,seed,9K,2018.0,False,False,False,0.0,,acquired,2022-09-02 16:54:52,2018-11-29 19:06:01,353619.0,0,2022-09-02 16:54:07,3,8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
Loxonet.com,company,"Wie erreichen Sie Ihre Teams abseits der Schreibtische? 

Mehr als 50% der deutschen Arbeitnehmer besitzen keine eigene Firmen-Email-Adresse und werden von der internen Kommunikation im Unternehmen ausgeschlossen. Mit Loxonet ist das anders! Mit uns erreichen Sie wirklich Jeden im Unternehmen. Vom Pförtner, über die Logistik bis hin zum Vorstand hat jeder Zugriff auf die 100% DSGVO-konforme App in Ihrem Unternehmensdesign. 
Schließen Sie Ihre Kommunikations- und Sicherheitslücken im Unternehmen, integrieren alle Teams & steigern messbare die Mitarbeiterzufriedenheit.",2-10,6.0,seed,5K,2018.0,False,False,False,0.87,0.87,operational,2022-08-25 03:39:11,2019-09-19 14:47:53,104395.0,0,2022-05-07 09:29:00,1,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
Loxonet.com,company,"Wie erreichen Sie Ihre Teams abseits der Schreibtische? 

Mehr als 50% der deutschen Arbeitnehmer besitzen keine eigene Firmen-Email-Adresse und werden von der internen Kommunikation im Unternehmen ausgeschlossen. Mit Loxonet ist das anders! Mit uns erreichen Sie wirklich Jeden im Unternehmen. Vom Pförtner, über die Logistik bis hin zum Vorstand hat jeder Zugriff auf die 100% DSGVO-konforme App in Ihrem Unternehmensdesign. 
Schließen Sie Ihre Kommunikations- und Sicherheitslücken im Unternehmen, integrieren alle Teams & steigern messbare die Mitarbeiterzufriedenheit.",2-10,6.0,seed,5K,2018.0,False,False,False,0.87,0.87,operational,2022-08-25 03:39:11,2019-09-19 14:47:53,104395.0,0,2022-05-07 09:29:00,1,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rejected
MSS,service_provider,Wir helfen Ihnen in über 18.000 Software as a Service Solutions die Richtige für Ihr Unternehmen auszuwählen und sparen Ihnen damit Zeit und Geld bei der Suche.,2-10,,seed,1K,2019.0,False,False,False,0.0,,operational,2022-09-02 04:18:04,2020-04-01 11:38:12,,0,2020-04-02 00:14:22,2,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
On-Life,company,OnLife IO is a digital startup founded in 2019 that aims to build a global community of travelers and local enthusiasts to address the problem of suspicious or bogus travel reviews online by adopting block chain technology and the principles of digital democracy.,2-10,2.0,seed,0.6K,2018.0,False,False,False,0.0,0.74,operational,2022-08-31 19:13:41,2020-10-30 16:17:49,500694.0,0,2021-01-07 21:05:58,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejected
receeve GmbH,company,"receeve is a fully customisable All-in-One Platform for Collections & Recovery. We simplify the growing complexity of data and systems and empower in-house teams to quickly and easily automate processes, deploy communications and apply 360° insights to maximise recovery and to minimise risk across every stage of the credit management value chain - from pre-delinquency to portfolio assignment or sale. 

One platform. A perfect balance of ease-of-use and power, receeve’s cloud-native, no-code platform is fast to deploy, simple to manage and easy to customise and expand. Bring together intelligence, strategy and operations in one place.

Our clients come from the banking, telco, public utilities and retailer segments. We have recently increased our seed funding to $13.5M with venture capital funds from Seaya Ventures and 14W. Existing backers, Mangrove, Speedinvest and Seedcamp participated in the expansion round – bringing our total war chest to more than $12M to accelerate growth throughout Europe and other parts of the world.

We are headquartered in Hamburg, Germany though our teams are working fully remote. We are 40+ of the most creative and innovative thinking people. We are growing and always on the lookout for inspired and talented people. If you are motivated to be a part of something big. If you have a passion for technology, innovation, customer success, sales and building sales opportunities from scratch. If you like to think outside the box to make great things happen. Then we want you to join us in our journey!

Visit our careers page to see all available openings. receeve.com/careers/

For more information about our product and to request a demo, please visit us at: info.receeve.com/book-a-demo",51-200,61.0,late growth,6K,2019.0,False,True,False,17.31,4,operational,2022-08-25 12:42:42,2019-10-15 08:49:58,130113.0,22,2022-01-19 18:33:31,6,5839,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Prospect
